Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score
24.0,22,33818.0,2879.0,8.0,5.0,18.0,1.0,20.0,18.0,4.0,2.0,170.0,31.0,23.0,2.0,251.0,1.0
30.0,26,9555.0,792.0,7.0,6.0,27.0,7.0,15.0,8.0,7.0,1.0,3043.0,3.0,44.0,1.0,248.0,1.0
17.0,16,14217.0,1482.0,6.0,10.0,32.0,9.0,18.0,15.0,9.0,1.0,3306.0,2.0,79.0,5.0,269.0,1.0
31.0,22,37937.0,3129.0,10.0,6.0,30.0,9.0,25.0,22.0,6.0,1.0,3339.0,6.0,243.0,4.0,205.0,0.0
48.0,27,19641.0,1795.0,,6.0,10.0,0.0,12.0,5.0,1.0,3.0,1230.0,29.0,0.0,3.0,349.0,0.0
49.0,22,34239.0,2916.0,3.0,4.0,10.0,0.0,13.0,7.0,1.0,3.0,504.0,20.0,0.0,1.0,246.0,1.0
27.0,26,20707.0,1610.0,8.0,5.0,34.0,7.0,11.0,14.0,7.0,2.0,1520.0,15.0,78.0,1.0,294.0,0.0
29.0,27,101453.0,8620.0,3.0,7.0,20.0,4.0,15.0,1.0,3.0,2.0,769.0,30.0,232.0,6.0,742.0,1.0
22.0,26,29074.0,2595.0,8.0,6.0,5.0,4.0,20.0,18.0,3.0,2.0,867.0,30.0,52.0,5.0,353.0,1.0
31.0,15,59971.0,5190.0,8.0,5.0,6.0,3.0,20.0,0.0,0.0,2.0,203.0,20.0,107.0,1.0,302.0,1.0
23.0,24,66502.0,5379.0,,6.0,1.0,2.0,10.0,7.0,2.0,3.0,276.0,18.0,80.0,5.0,636.0,0.0
56.0,13,24018.0,1799.0,4.0,4.0,5.0,3.0,14.0,5.0,1.0,3.0,1440.0,26.0,43.0,3.0,248.0,2.0
19.0,23,14455.0,912.0,6.0,5.0,19.0,0.0,16.0,10.0,4.0,2.0,1028.0,12.0,0.0,1.0,303.0,1.0
28.0,20,50173.0,4323.0,6.0,4.0,11.0,3.0,16.0,5.0,1.0,2.0,293.0,0.0,105.0,1.0,84.0,1.0
26.0,18,156687.0,13095.0,2.0,3.0,7.0,1.0,5.0,5.0,3.0,3.0,500.0,32.0,80.0,1.0,280.0,2.0
38.0,12,14688.0,1056.0,7.0,6.0,8.0,3.0,15.0,16.0,4.0,2.0,936.0,11.0,24.0,1.0,256.0,1.0
15.0,21,19886.0,1864.0,8.0,6.0,5.0,2.0,11.0,13.0,5.0,2.0,1108.0,0.0,29.0,4.0,298.0,1.0
48.0,19,123299.0,10209.0,2.0,2.0,8.0,3.0,1.0,11.0,2.0,3.0,845.0,19.0,289.0,6.0,812.0,2.0
25.0,15,33718.0,2928.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,3.0,872.0,27.0,96.0,5.0,371.0,2.0
25.0,13,27865.0,2606.0,4.0,3.0,6.0,1.0,18.0,19.0,5.0,2.0,635.0,0.0,17.0,1.0,193.0,1.0
22.0,22,22433.0,1585.0,4.0,3.0,11.0,1.0,2.0,4.0,4.0,3.0,1078.0,28.0,9.0,1.0,330.0,2.0
30.0,19,63761.0,5143.0,4.0,3.0,1.0,2.0,19.0,4.0,1.0,3.0,1448.0,22.0,100.0,6.0,608.0,2.0
38.0,21,28941.0,2474.0,3.0,5.0,11.0,4.0,7.0,8.0,4.0,3.0,562.0,19.0,74.0,5.0,350.0,2.0
20.0,20,36029.0,3057.0,6.0,6.0,32.0,8.0,18.0,5.0,11.0,1.0,2608.0,3.0,141.0,1.0,242.0,1.0
14.0,4,29233.0,2637.0,6.0,4.0,17.0,3.0,13.0,8.0,5.0,2.0,96.0,9.0,50.0,1.0,348.0,1.0
18.0,10,2515109.0,3957.0,10.0,10.0,21.0,6.0,17.0,26.0,8.0,1.0,4082.0,2.0,227.0,1.0,226.0,0.0
36.0,10,19744.0,1451.0,3.0,6.0,34.0,3.0,13.0,11.0,5.0,2.0,1262.0,17.0,28.0,4.0,296.0,0.0
30.0,23,21803.0,1765.0,5.0,4.0,5.0,0.0,4.0,2.0,1.0,3.0,1315.0,21.0,0.0,1.0,267.0,1.0
31.0,10,8819.0,866.0,9.0,8.0,20.0,6.0,17.0,27.0,6.0,1.0,4084.0,6.0,22.0,3.0,303.0,0.0
21.0,20,8213.0,926.0,5.0,4.0,14.0,6.0,10.0,17.0,7.0,2.0,2685.0,14.0,33.0,1.0,289.0,1.0
15.0,16,13737.0,1238.0,3.0,3.0,18.0,0.0,12.0,10.0,7.0,2.0,295.0,18.0,0.0,4.0,331.0,1.0
40.0,15,14717.0,1069.0,5.0,2.0,11.0,3.0,6.0,5.0,3.0,3.0,148.0,21.0,31.0,5.0,285.0,1.0
39.0,22,18694.0,1657.0,9.0,5.0,21.0,7.0,17.0,7.0,12.0,1.0,1959.0,10.0,100.0,2.0,277.0,1.0
46.0,26,36016.0,2758.0,1.0,4.0,3.0,1.0,3.0,10.0,0.0,3.0,202.0,0.0,18.0,1.0,283.0,2.0
27.0,19,67512.0,5804.0,7.0,6.0,31.0,3.0,11.0,13.0,11.0,2.0,2342.0,9.0,88.0,5.0,557.0,0.0
34.0,10,31253.0,2902.0,1.0,3.0,5.0,3.0,10.0,5.0,1.0,3.0,342.0,0.0,64.0,5.0,411.0,2.0
49.0,16,43508.0,3397.0,,3.0,1.0,2.0,13.0,11.0,4.0,3.0,54.0,0.0,68.0,6.0,456.0,0.0
38.0,16,11073.0,699.0,3.0,3.0,13.0,4.0,10.0,8.0,2.0,2.0,1097.0,32.0,27.0,1.0,239.0,1.0
30.0,27,75354.0,6563.0,8.0,10.0,31.0,9.0,23.0,9.0,7.0,1.0,2697.0,9.0,349.0,6.0,380.0,0.0
29.0,18,20933.0,1857.0,7.0,5.0,27.0,3.0,20.0,14.0,7.0,2.0,1665.0,0.0,52.0,2.0,304.0,1.0
54.0,12,57365.0,4730.0,8.0,4.0,8.0,2.0,6.0,13.0,4.0,2.0,997.0,17.0,77.0,5.0,454.0,2.0
52.0,24,163083.0,13607.0,3.0,2.0,8.0,1.0,4.0,9.0,0.0,3.0,799.0,30.0,93.0,5.0,1014.0,2.0
23.0,18,78426.0,6383.0,8.0,4.0,9.0,0.0,12.0,3.0,2.0,2.0,1221.0,15.0,0.0,3.0,426.0,1.0
14.0,4,29905.0,2362.0,9.0,8.0,34.0,6.0,16.0,21.0,11.0,1.0,2987.0,9.0,123.0,4.0,309.0,0.0
15.0,4,20417.0,1646.0,9.0,5.0,34.0,8.0,23.0,24.0,8.0,1.0,2852.0,12.0,125.0,1.0,189.0,1.0
27.0,10,65668.0,5238.0,2.0,6.0,4.0,4.0,11.0,7.0,0.0,3.0,1261.0,28.0,135.0,1.0,244.0,0.0
14.0,4,15686.0,1291.0,3.0,5.0,8.0,4.0,10.0,13.0,6.0,2.0,1657.0,13.0,28.0,1.0,328.0,0.0
51.0,24,80362.0,6908.0,5.0,5.0,16.0,4.0,11.0,1.0,6.0,2.0,60.0,28.0,166.0,2.0,557.0,1.0
27.0,24,59448.0,4870.0,9.0,7.0,23.0,6.0,23.0,9.0,6.0,1.0,3825.0,13.0,183.0,4.0,289.0,0.0
15.0,22,81066.0,7043.0,8.0,8.0,24.0,2.0,16.0,13.0,11.0,2.0,2345.0,7.0,108.0,2.0,147.0,0.0
37.0,16,17919.0,1464.0,1.0,5.0,8.0,0.0,4.0,8.0,2.0,3.0,69.0,19.0,0.0,2.0,311.0,1.0
37.0,27,179072.0,,2.0,2.0,5.0,4.0,11.0,15.0,3.0,3.0,269.0,16.0,457.0,4.0,423.0,2.0
48.0,24,11458.0,1185.0,4.0,7.0,13.0,3.0,14.0,4.0,4.0,,1227.0,32.0,20.0,1.0,257.0,1.0
17.0,16,8400.0,418.0,8.0,10.0,29.0,4.0,19.0,4.0,6.0,1.0,1414.0,16.0,19.0,1.0,279.0,1.0
35.0,18,61461.0,4834.0,6.0,6.0,34.0,9.0,21.0,7.0,12.0,1.0,4299.0,5.0,450.0,6.0,188.0,0.0
23.0,13,8983.0,645.0,6.0,4.0,6.0,2.0,16.0,11.0,7.0,2.0,1270.0,14.0,9.0,4.0,298.0,1.0
26.0,4,9127.0,991.0,7.0,9.0,26.0,2.0,24.0,1.0,12.0,1.0,1399.0,8.0,12.0,3.0,326.0,0.0
28.0,12,29090.0,2472.0,5.0,7.0,20.0,4.0,19.0,13.0,6.0,2.0,1612.0,16.0,67.0,1.0,174.0,0.0
45.0,13,7807.0,606.0,4.0,6.0,13.0,2.0,23.0,16.0,4.0,2.0,692.0,0.0,7.0,1.0,311.0,1.0
36.0,24,18618.0,1654.0,5.0,5.0,16.0,4.0,13.0,8.0,7.0,2.0,2574.0,17.0,55.0,2.0,236.0,0.0
34.0,22,18753.0,1623.0,5.0,4.0,11.0,4.0,11.0,18.0,5.0,2.0,2575.0,14.0,54.0,3.0,279.0,1.0
51.0,18,109349.0,9191.0,2.0,3.0,5.0,0.0,1.0,3.0,4.0,3.0,1292.0,29.0,0.0,2.0,626.0,1.0
43.0,18,48608.0,4300.0,5.0,5.0,5.0,2.0,17.0,15.0,12.0,2.0,345.0,15.0,60.0,5.0,467.0,1.0
22.0,10,18305.0,1557.0,2.0,1.0,4.0,0.0,12.0,5.0,2.0,3.0,363.0,20.0,0.0,3.0,313.0,2.0
34.0,23,19517.0,1535.0,7.0,10.0,23.0,6.0,16.0,14.0,6.0,2.0,2673.0,15.0,70.0,2.0,320.0,0.0
38.0,20,139664.0,11777.0,3.0,6.0,12.0,4.0,12.0,12.0,8.0,2.0,365.0,29.0,423.0,6.0,869.0,1.0
50.0,24,111395.0,9041.0,5.0,5.0,11.0,4.0,11.0,11.0,3.0,3.0,939.0,28.0,329.0,6.0,731.0,1.0
18.0,13,62200.0,5104.0,10.0,6.0,34.0,2.0,21.0,2.0,7.0,1.0,1309.0,15.0,52.0,6.0,653.0,0.0
41.0,27,56270.0,4836.0,6.0,3.0,16.0,2.0,18.0,15.0,8.0,2.0,1570.0,12.0,79.0,6.0,557.0,1.0
33.0,18,35134.0,2824.0,8.0,6.0,15.0,3.0,17.0,3.0,4.0,2.0,1359.0,31.0,45.0,4.0,425.0,1.0
36.0,15,65000.0,5588.0,7.0,4.0,18.0,3.0,17.0,7.0,0.0,2.0,1346.0,28.0,151.0,6.0,597.0,1.0
23.0,22,90794.0,7737.0,5.0,4.0,5.0,3.0,16.0,5.0,8.0,,622.0,0.0,166.0,4.0,519.0,1.0
39.0,17,58380.0,4891.0,7.0,5.0,27.0,4.0,19.0,15.0,11.0,2.0,1494.0,9.0,160.0,5.0,399.0,0.0
28.0,24,61035.0,5140.0,9.0,5.0,21.0,4.0,27.0,9.0,9.0,1.0,2490.0,6.0,186.0,5.0,487.0,0.0
29.0,16,32842.0,2905.0,5.0,3.0,5.0,3.0,12.0,15.0,3.0,2.0,1399.0,31.0,48.0,3.0,386.0,1.0
53.0,18,65448.0,5226.0,3.0,3.0,10.0,3.0,14.0,5.0,3.0,3.0,391.0,24.0,96.0,5.0,538.0,0.0
37.0,15,20758.0,1458.0,,5.0,11.0,4.0,10.0,15.0,2.0,3.0,1328.0,31.0,53.0,6.0,309.0,0.0
16.0,21,8952.0,466.0,6.0,3.0,14.0,2.0,9.0,11.0,7.0,2.0,2061.0,10.0,11.0,1.0,268.0,0.0
39.0,18,14982.0,1003.0,10.0,8.0,20.0,5.0,22.0,15.0,7.0,2.0,2291.0,13.0,40.0,2.0,243.0,0.0
54.0,24,98796.0,8206.0,1.0,3.0,4.0,2.0,3.0,4.0,0.0,3.0,324.0,23.0,110.0,4.0,569.0,1.0
41.0,24,131865.0,11158.0,5.0,7.0,8.0,3.0,10.0,17.0,1.0,3.0,602.0,27.0,189.0,2.0,470.0,0.0
43.0,10,82757.0,6692.0,6.0,9.0,30.0,6.0,21.0,19.0,10.0,1.0,4340.0,4.0,384.0,6.0,426.0,1.0
27.0,10,77874.0,6502.0,8.0,3.0,16.0,2.0,21.0,12.0,8.0,2.0,127.0,29.0,99.0,6.0,679.0,1.0
38.0,20,57810.0,4896.0,7.0,5.0,7.0,4.0,16.0,7.0,4.0,3.0,1419.0,30.0,131.0,5.0,406.0,2.0
35.0,12,140964.0,11749.0,5.0,7.0,2.0,3.0,9.0,9.0,6.0,3.0,1101.0,24.0,292.0,6.0,904.0,0.0
17.0,22,36533.0,3307.0,4.0,5.0,18.0,1.0,12.0,14.0,7.0,2.0,499.0,19.0,22.0,1.0,318.0,1.0
24.0,21,62862.0,5155.0,5.0,5.0,13.0,4.0,6.0,7.0,7.0,2.0,676.0,19.0,116.0,5.0,441.0,1.0
40.0,10,28023.0,2532.0,5.0,4.0,12.0,3.0,10.0,14.0,4.0,2.0,1151.0,7.0,41.0,5.0,382.0,1.0
27.0,27,15155.0,1473.0,8.0,9.0,21.0,7.0,22.0,7.0,9.0,1.0,2525.0,15.0,62.0,1.0,189.0,0.0
20.0,13,52104.0,4509.0,9.0,6.0,27.0,9.0,25.0,18.0,9.0,1.0,4598.0,5.0,308.0,1.0,185.0,1.0
25.0,26,90487.0,7330.0,4.0,4.0,12.0,7.0,13.0,15.0,8.0,2.0,1416.0,10.0,482.0,6.0,338.0,1.0
45.0,23,14584.0,997.0,8.0,9.0,15.0,4.0,12.0,17.0,12.0,2.0,1555.0,6.0,46.0,2.0,262.0,0.0
41.0,16,160052.0,13580.0,4.0,1.0,10.0,2.0,6.0,0.0,4.0,3.0,1118.0,21.0,207.0,5.0,878.0,2.0
43.0,26,78186.0,6540.0,,4.0,6.0,1.0,0.0,8.0,7.0,3.0,328.0,22.0,60.0,6.0,676.0,2.0
36.0,21,77631.0,5852.0,,3.0,4.0,0.0,1.0,2.0,2.0,3.0,1136.0,22.0,557.0,5.0,677.0,2.0
29.0,27,30404.0,2804.0,7.0,8.0,16.0,6.0,21.0,8.0,10.0,1.0,1672.0,9.0,113.0,1.0,80.0,1.0
45.0,12,56705.0,4955.0,3.0,6.0,5.0,2.0,8.0,11.0,4.0,3.0,207.0,17.0,61.0,5.0,531.0,1.0
47.0,16,119848.0,10224.0,5.0,2.0,10.0,1.0,10.0,5.0,6.0,3.0,1049.0,18.0,55.0,1.0,471.0,1.0
38.0,21,9493.0,662.0,8.0,8.0,34.0,5.0,18.0,6.0,8.0,1.0,1558.0,10.0,26.0,1.0,257.0,0.0
49.0,17,21623.0,1776.0,2.0,4.0,10.0,2.0,9.0,6.0,5.0,3.0,569.0,15.0,34.0,6.0,361.0,2.0
39.0,22,16833.0,1542.0,5.0,5.0,4.0,4.0,15.0,10.0,6.0,3.0,35.0,19.0,51.0,2.0,287.0,2.0
35.0,21,14528.0,1106.0,6.0,4.0,20.0,2.0,18.0,10.0,8.0,2.0,67.0,8.0,15.0,4.0,280.0,1.0
26.0,16,64845.0,5574.0,5.0,6.0,12.0,2.0,10.0,7.0,6.0,2.0,528.0,5.0,75.0,2.0,540.0,1.0
29.0,4,28550.0,2654.0,7.0,3.0,12.0,2.0,23.0,1.0,2.0,2.0,57.0,25.0,44.0,1.0,179.0,1.0
39.0,4,13999.0,932.0,8.0,5.0,6.0,1.0,15.0,3.0,2.0,,16.0,19.0,10.0,1.0,262.0,1.0
38.0,27,9221.0,758.0,9.0,8.0,34.0,7.0,20.0,2.0,12.0,1.0,2546.0,7.0,51.0,1.0,214.0,0.0
35.0,12,41547.0,3192.0,,7.0,8.0,3.0,9.0,11.0,0.0,3.0,1156.0,23.0,78.0,6.0,433.0,0.0
25.0,23,29374.0,2377.0,3.0,7.0,6.0,2.0,13.0,16.0,7.0,2.0,1189.0,19.0,40.0,2.0,301.0,1.0
32.0,24,178328.0,,4.0,3.0,7.0,0.0,9.0,7.0,4.0,3.0,708.0,16.0,0.0,5.0,1172.0,2.0
16.0,26,9844.0,910.0,5.0,6.0,18.0,3.0,13.0,14.0,10.0,2.0,1679.0,8.0,23.0,1.0,257.0,1.0
38.0,22,18661.0,1305.0,6.0,6.0,27.0,8.0,23.0,18.0,14.0,1.0,4736.0,10.0,65.0,3.0,214.0,0.0
27.0,24,40078.0,3385.0,,6.0,7.0,0.0,3.0,5.0,4.0,3.0,649.0,0.0,0.0,5.0,533.0,0.0
37.0,23,67556.0,5886.0,3.0,5.0,10.0,3.0,18.0,19.0,2.0,2.0,762.0,27.0,118.0,2.0,454.0,1.0
33.0,16,9822.0,1057.0,10.0,5.0,22.0,6.0,18.0,20.0,8.0,1.0,,0.0,44.0,1.0,285.0,0.0
18.0,13,15165.0,1505.0,10.0,7.0,25.0,9.0,16.0,23.0,7.0,1.0,3001.0,0.0,67.0,1.0,225.0,0.0
15.0,13,30668.0,2530.0,4.0,7.0,16.0,4.0,21.0,15.0,6.0,2.0,2300.0,8.0,60.0,1.0,141.0,0.0
30.0,16,14836.0,1151.0,5.0,5.0,2.0,4.0,3.0,9.0,2.0,3.0,832.0,25.0,36.0,2.0,298.0,0.0
44.0,23,155726.0,12817.0,2.0,3.0,8.0,0.0,2.0,7.0,7.0,3.0,1170.0,30.0,0.0,3.0,352.0,2.0
50.0,26,21167.0,1829.0,2.0,7.0,9.0,3.0,2.0,5.0,2.0,3.0,1286.0,29.0,40.0,1.0,335.0,0.0
22.0,13,69324.0,5896.0,2.0,3.0,7.0,1.0,4.0,11.0,6.0,3.0,155.0,27.0,53.0,4.0,479.0,2.0
28.0,26,15687.0,1036.0,6.0,4.0,21.0,4.0,23.0,17.0,7.0,2.0,1943.0,0.0,41.0,1.0,313.0,0.0
26.0,10,39005.0,3380.0,10.0,10.0,17.0,6.0,15.0,15.0,6.0,1.0,2845.0,12.0,102.0,4.0,371.0,1.0
25.0,10,29633.0,2370.0,7.0,4.0,15.0,2.0,19.0,14.0,7.0,2.0,113.0,5.0,32.0,5.0,386.0,1.0
23.0,15,12585.0,919.0,8.0,6.0,18.0,3.0,20.0,14.0,13.0,2.0,1259.0,0.0,24.0,3.0,283.0,1.0
39.0,23,23289.0,2012.0,4.0,6.0,6.0,4.0,13.0,1.0,3.0,3.0,804.0,22.0,40.0,6.0,384.0,2.0
54.0,27,43885.0,3596.0,1.0,2.0,11.0,2.0,8.0,1.0,0.0,3.0,168.0,0.0,51.0,6.0,458.0,2.0
15.0,22,14135.0,1415.0,9.0,5.0,21.0,7.0,25.0,29.0,6.0,1.0,4671.0,7.0,68.0,4.0,305.0,1.0
44.0,12,42811.0,3825.0,5.0,3.0,18.0,4.0,12.0,2.0,4.0,2.0,742.0,25.0,74.0,5.0,401.0,1.0
22.0,12,8557.0,797.0,8.0,6.0,22.0,2.0,18.0,11.0,7.0,1.0,1767.0,11.0,13.0,1.0,250.0,0.0
19.0,18,16105.0,1217.0,6.0,3.0,14.0,3.0,18.0,19.0,8.0,2.0,640.0,0.0,24.0,4.0,319.0,1.0
31.0,15,7991.0,736.0,8.0,6.0,25.0,7.0,26.0,5.0,6.0,1.0,2870.0,4.0,43.0,1.0,239.0,0.0
35.0,15,35771.0,3024.0,4.0,4.0,10.0,4.0,12.0,1.0,2.0,2.0,1081.0,28.0,60.0,1.0,214.0,1.0
47.0,23,79016.0,6561.0,1.0,5.0,5.0,2.0,0.0,3.0,1.0,3.0,558.0,21.0,85.0,4.0,592.0,0.0
43.0,20,14535.0,998.0,7.0,10.0,22.0,8.0,18.0,21.0,11.0,1.0,3607.0,3.0,53.0,1.0,300.0,0.0
32.0,16,61739.0,5247.0,3.0,6.0,19.0,2.0,20.0,8.0,7.0,2.0,1686.0,13.0,91.0,2.0,461.0,0.0
30.0,23,105860.0,8996.0,5.0,5.0,13.0,2.0,10.0,11.0,8.0,2.0,224.0,17.0,103.0,2.0,684.0,1.0
49.0,18,21129.0,1840.0,3.0,4.0,3.0,4.0,17.0,9.0,4.0,2.0,611.0,15.0,39.0,3.0,300.0,1.0
44.0,20,19251.0,1445.0,,2.0,10.0,0.0,0.0,3.0,2.0,3.0,222.0,27.0,0.0,1.0,381.0,2.0
34.0,15,30548.0,2727.0,7.0,5.0,33.0,2.0,21.0,17.0,12.0,1.0,2051.0,6.0,47.0,1.0,297.0,1.0
19.0,15,70674.0,5665.0,7.0,6.0,28.0,6.0,21.0,12.0,6.0,2.0,2102.0,17.0,204.0,4.0,504.0,0.0
31.0,23,58873.0,4896.0,4.0,4.0,16.0,7.0,11.0,18.0,7.0,2.0,1039.0,0.0,203.0,4.0,206.0,1.0
41.0,27,59453.0,5105.0,9.0,6.0,32.0,6.0,20.0,26.0,9.0,1.0,3280.0,2.0,191.0,5.0,391.0,1.0
19.0,23,18796.0,1750.0,6.0,8.0,31.0,7.0,19.0,28.0,10.0,1.0,3051.0,0.0,68.0,2.0,274.0,0.0
41.0,23,86097.0,7202.0,1.0,2.0,11.0,2.0,6.0,3.0,0.0,3.0,10.0,19.0,128.0,4.0,616.0,2.0
33.0,16,78399.0,6568.0,8.0,9.0,29.0,6.0,15.0,15.0,12.0,1.0,1618.0,16.0,237.0,5.0,479.0,0.0
49.0,12,97164.0,8167.0,3.0,5.0,18.0,3.0,20.0,13.0,1.0,2.0,1095.0,0.0,124.0,2.0,342.0,1.0
37.0,26,88406.0,7113.0,2.0,7.0,12.0,4.0,0.0,9.0,2.0,3.0,1273.0,0.0,242.0,3.0,310.0,1.0
25.0,21,14646.0,1186.0,6.0,3.0,17.0,6.0,20.0,8.0,7.0,2.0,522.0,16.0,45.0,5.0,292.0,1.0
26.0,17,7542.0,818.0,8.0,5.0,20.0,6.0,19.0,15.0,8.0,2.0,1916.0,13.0,22.0,4.0,267.0,1.0
22.0,24,8329.0,660.0,8.0,5.0,30.0,8.0,18.0,0.0,7.0,1.0,2308.0,18.0,31.0,1.0,275.0,0.0
43.0,26,46066.0,3567.0,7.0,7.0,8.0,2.0,13.0,16.0,5.0,2.0,373.0,24.0,61.0,6.0,490.0,1.0
19.0,20,86911.0,7303.0,7.0,3.0,8.0,1.0,19.0,15.0,7.0,2.0,174.0,15.0,49.0,4.0,734.0,1.0
44.0,15,88968.0,7176.0,4.0,3.0,15.0,4.0,14.0,16.0,6.0,2.0,375.0,19.0,290.0,5.0,422.0,1.0
39.0,13,31357.0,2909.0,,4.0,8.0,4.0,11.0,4.0,3.0,3.0,1390.0,27.0,80.0,4.0,309.0,1.0
40.0,18,42731.0,3459.0,7.0,5.0,7.0,0.0,12.0,7.0,0.0,2.0,96.0,29.0,0.0,5.0,458.0,1.0
25.0,26,47268.0,4058.0,6.0,4.0,19.0,5.0,8.0,10.0,7.0,2.0,914.0,14.0,194.0,1.0,127.0,1.0
15.0,17,77264.0,6189.0,7.0,5.0,29.0,7.0,23.0,19.0,6.0,1.0,4801.0,3.0,318.0,3.0,20.0,1.0
29.0,20,134993.0,11462.0,1.0,6.0,9.0,3.0,10.0,10.0,3.0,3.0,629.0,0.0,280.0,5.0,759.0,1.0
36.0,23,60255.0,5024.0,5.0,3.0,16.0,1.0,8.0,4.0,2.0,2.0,1364.0,20.0,27.0,5.0,541.0,1.0
38.0,22,120061.0,9934.0,3.0,5.0,9.0,2.0,4.0,5.0,1.0,3.0,803.0,0.0,135.0,4.0,825.0,1.0
17.0,10,28356.0,2425.0,10.0,9.0,31.0,7.0,23.0,16.0,12.0,1.0,4157.0,4.0,140.0,4.0,272.0,1.0
15.0,10,98534.0,8050.0,6.0,6.0,8.0,0.0,16.0,13.0,5.0,2.0,1110.0,26.0,0.0,6.0,859.0,1.0
44.0,17,34872.0,2751.0,5.0,4.0,6.0,2.0,15.0,4.0,1.0,2.0,1375.0,30.0,32.0,4.0,324.0,1.0
24.0,24,33029.0,2994.0,5.0,3.0,2.0,1.0,9.0,8.0,1.0,3.0,216.0,29.0,19.0,1.0,454.0,1.0
40.0,22,78722.0,6773.0,7.0,7.0,9.0,3.0,10.0,4.0,1.0,2.0,569.0,17.0,137.0,2.0,487.0,1.0
34.0,20,17945.0,1349.0,6.0,8.0,23.0,9.0,17.0,22.0,10.0,1.0,4496.0,12.0,108.0,6.0,240.0,1.0
36.0,4,8705.0,897.0,3.0,7.0,27.0,3.0,14.0,19.0,7.0,2.0,2594.0,16.0,16.0,1.0,300.0,0.0
20.0,20,24415.0,2227.0,7.0,6.0,8.0,3.0,11.0,13.0,7.0,2.0,898.0,30.0,40.0,3.0,297.0,1.0
24.0,15,61219.0,4860.0,10.0,6.0,16.0,6.0,17.0,7.0,14.0,1.0,2462.0,9.0,263.0,2.0,100.0,0.0
44.0,13,7200.0,373.0,4.0,4.0,12.0,6.0,8.0,7.0,4.0,2.0,1528.0,16.0,28.0,2.0,274.0,1.0
47.0,18,31280.0,2499.0,8.0,4.0,11.0,1.0,8.0,9.0,4.0,2.0,385.0,24.0,21.0,1.0,324.0,1.0
39.0,18,78477.0,6412.0,4.0,5.0,16.0,2.0,20.0,7.0,1.0,2.0,1197.0,24.0,123.0,2.0,382.0,1.0
44.0,19,65522.0,5376.0,10.0,8.0,18.0,9.0,23.0,1.0,9.0,1.0,1382.0,14.0,399.0,5.0,293.0,0.0
25.0,4,30196.0,2590.0,7.0,5.0,23.0,3.0,19.0,2.0,7.0,1.0,2161.0,6.0,61.0,5.0,391.0,1.0
31.0,20,37159.0,3299.0,5.0,4.0,15.0,4.0,19.0,13.0,8.0,2.0,1051.0,15.0,74.0,5.0,445.0,1.0
19.0,24,43279.0,3308.0,1.0,5.0,5.0,4.0,11.0,2.0,0.0,3.0,363.0,23.0,103.0,2.0,358.0,1.0
26.0,15,34841.0,3025.0,1.0,7.0,1.0,2.0,2.0,2.0,3.0,3.0,142.0,30.0,33.0,3.0,302.0,1.0
35.0,16,19328.0,1480.0,3.0,5.0,2.0,2.0,4.0,7.0,1.0,3.0,160.0,16.0,25.0,1.0,218.0,2.0
19.0,27,15015.0,1213.0,5.0,5.0,9.0,1.0,9.0,5.0,1.0,3.0,330.0,21.0,11.0,1.0,307.0,0.0
18.0,26,62160.0,4940.0,7.0,5.0,22.0,7.0,18.0,4.0,12.0,1.0,2264.0,14.0,323.0,5.0,239.0,0.0
37.0,16,118062.0,10136.0,,1.0,7.0,0.0,0.0,6.0,1.0,3.0,1393.0,29.0,0.0,3.0,483.0,2.0
52.0,19,68763.0,5520.0,5.0,2.0,1.0,2.0,6.0,3.0,5.0,3.0,1304.0,0.0,72.0,3.0,269.0,2.0
44.0,26,88165.0,7271.0,4.0,4.0,4.0,1.0,11.0,6.0,4.0,3.0,326.0,24.0,57.0,2.0,221.0,1.0
19.0,22,16334.0,1499.0,10.0,6.0,22.0,7.0,13.0,9.0,12.0,1.0,1421.0,10.0,88.0,2.0,237.0,0.0
22.0,13,21467.0,1923.0,4.0,5.0,19.0,0.0,17.0,17.0,5.0,2.0,730.0,30.0,0.0,4.0,376.0,1.0
18.0,24,144546.0,11809.0,,3.0,7.0,2.0,8.0,12.0,1.0,3.0,1045.0,0.0,136.0,6.0,1180.0,1.0
31.0,13,64901.0,5298.0,3.0,5.0,20.0,0.0,18.0,2.0,0.0,2.0,442.0,30.0,0.0,6.0,707.0,1.0
14.0,17,7360.0,819.0,6.0,4.0,14.0,2.0,8.0,12.0,5.0,2.0,2534.0,8.0,6.0,2.0,318.0,0.0
36.0,15,63839.0,5192.0,7.0,6.0,14.0,3.0,16.0,14.0,7.0,2.0,2695.0,16.0,144.0,5.0,450.0,1.0
34.0,24,12249.0,870.0,3.0,5.0,12.0,4.0,17.0,9.0,2.0,3.0,1367.0,18.0,23.0,1.0,263.0,2.0
49.0,13,97515.0,8066.0,5.0,7.0,16.0,0.0,6.0,9.0,3.0,2.0,154.0,32.0,0.0,5.0,943.0,1.0
